1.3284e+07,2016,8,5,0,19,0,0,9,0,1,0,19,2,0
1.68e+07,2016,9,5,0,21,0,0,0,0,0,0,2,7,1
2.6628e+07,2016,8,13,0,20,0,0,0,0,0,0,0,4,1
2.7566e+06,2015,10,15,1,36,0,0,1,0,0,0,2,4,0
9.1966e+06,2016,7,11,1,20,0,0,11,1,1,1,2,2,0
6.5954e+06,2014,6,22,1,28,0,0,3,1,2,3,0,3,1
2.0941e+07,2016,8,8,1,21,0,0,0,0,0,0,0,6,1
2.6568e+07,2015,4,4,0,36,0,0,8,1,1,1,2,0,1
1.7525e+07,2014,7,3,0,20,0,0,122,2,3,3,33,2,1
1.6744e+07,2016,8,21,0,20,0,0,0,0,0,0,0,8,1
1.4872e+07,2016,8,16,1,22,0,0,7,0,0,0,1,3,1
1.0831e+07,2016,7,16,0,26,0,0,1,0,0,0,1,0,1
2.6438e+07,2015,3,29,1,21,0,0,7,0,2,0,1,38,1
1.3724e+07,2013,5,13,0,11,0,0,3,2,1,1,2,2,0
2.0728e+07,2016,8,13,0,26,0,0,0,1,1,1,1,14,1
2.0152e+07,2015,7,2,0,23,0,0,0,0,0,0,8,0,1
2.5731e+07,2016,9,10,0,21,0,0,0,0,0,0,0,6,1
8.9417e+06,2014,6,11,1,21,0,0,7,0,3,1,3,10,0
2.1691e+07,2016,7,25,0,25,0,0,0,3,3,3,17,0,1
8.9257e+06,2016,1,23,1,21,0,0,4,0,2,1,0,1,0
5.5399e+05,2015,1,11,1,21,0,0,35,2,2,3,2,5,0
1.2212e+07,2014,10,9,0,28,0,0,106,0,2,0,9,3,0
8.4421e+06,2016,7,31,0,23,0,0,0,0,0,0,0,6,1
1.0143e+07,2016,7,16,1,25,0,0,15,1,1,1,4,7,0
1.6976e+07,2016,7,13,0,25,0,0,0,0,0,0,0,1,1
1.5392e+07,2013,7,18,1,25,0,0,0,1,3,2,5,9,0
6.7665e+05,2013,10,29,1,21,0,0,16,1,1,1,1,5,0
1.2959e+07,2014,7,9,1,36,0,0,134,1,1,0,3,3,0
3.3134e+06,2013,1,13,1,28,0,0,19,1,1,3,0,2,0
1.3697e+07,2013,8,20,1,32,0,0,10,3,3,3,3,7,0
1.356e+07,2014,3,31,1,28,0,0,24,0,0,0,4,17,0
9.3179e+06,2016,7,24,1,18,0,0,139,4,3,0,29,2,0
4.4856e+06,2014,12,11,1,21,0,0,22,0,0,0,2,3,0
2.4633e+07,2016,7,11,1,27,0,0,0,0,0,1,0,13,1
3.5155e+06,2013,12,1,0,34,0,0,61,0,3,1,4,0,0
2.5041e+07,2016,8,22,0,22,0,0,0,0,0,0,16,113,1
1.3926e+06,2014,8,8,1,34,0,0,7,1,1,1,0,3,1
1.1364e+07,2016,9,7,1,23,0,0,8,0,0,0,1,7,0
1.5768e+07,2016,8,5,0,22,0,0,0,0,0,0,2,0,1
2.6711e+06,2016,9,10,0,23,0,0,0,0,0,0,0,8,1
80712,2015,10,2,0,28,0,0,173,0,1,0,6,5,1
1.3314e+07,2016,7,17,0,25,0,0,1,0,0,0,2,0,1
7.6807e+06,2013,7,23,0,30,0,0,48,0,1,0,1,1,0
3.3065e+06,2016,9,2,0,20,0,0,0,0,0,0,0,12,1
2.8548e+05,2016,8,30,0,23,0,0,0,1,1,1,0,1,1
1.4001e+07,2015,7,11,0,28,0,0,45,0,3,0,1,3,0
1.1538e+07,2014,9,21,1,30,0,0,20,1,3,3,5,2,0
1.2923e+07,2016,7,25,1,24,0,0,0,0,0,0,0,5,1
5.0247e+06,2013,5,4,1,28,0,1,81,9,2,2,1,6,0
1.3458e+07,2016,8,18,0,26,0,0,6,2,2,2,4,8,1
1.0264e+07,2016,2,14,1,32,0,0,90,1,1,1,13,3,1
2.4098e+07,2016,7,28,0,21,0,0,0,0,0,0,2,12,1
2.4428e+07,2016,8,22,1,23,0,0,0,0,0,0,0,5,1
4.4915e+06,2014,10,11,1,25,0,0,3,0,0,0,0,3,0
1.1837e+07,2016,7,19,1,26,0,0,2,0,0,0,1,6,0
5.2719e+06,2016,2,1,1,32,0,1,5,2,2,2,3,9,0
1.8266e+06,2016,8,18,0,24,0,0,0,0,0,0,0,7,1
1.3585e+07,2014,2,6,1,31,0,0,3,0,0,2,1,3,0
1.6494e+07,2016,8,22,0,23,0,0,0,0,0,0,0,17,1
1.6259e+07,2016,9,8,0,20,0,0,0,0,0,0,11,44,1
1.2209e+07,2016,8,5,0,23,0,0,0,0,0,0,0,6,1
9.1161e+06,2016,7,25,1,26,0,0,0,0,0,0,2,3,0
1.0633e+07,2015,11,12,0,25,0,0,10,0,0,0,0,1,0
6.8669e+06,2013,12,23,1,24,0,0,5,0,0,0,2,0,0
8.2753e+06,2016,8,16,0,22,0,0,5,0,0,0,16,0,0
1.9834e+07,2016,8,24,0,23,0,0,0,0,0,0,0,5,1
2.4499e+07,2016,7,13,0,38,0,0,0,1,1,2,1,0,1
1.3123e+06,2013,6,20,1,26,0,0,4,0,2,2,0,1,0
1.3956e+07,2016,3,27,0,22,0,0,2,1,1,1,6,0,1
2.2631e+07,2016,9,4,0,21,0,0,0,0,0,0,1,7,1
9.802e+06,2013,7,2,0,25,0,0,221,1,1,1,1,1,0
3.9553e+06,2014,12,28,1,23,1,1,12,1,1,3,2,4,0
3.9379e+06,2016,8,11,0,22,0,0,0,0,0,0,1,6,1
1.5749e+07,2016,8,19,1,23,0,0,0,0,0,0,0,6,1
7.5531e+06,2016,9,10,0,23,0,0,0,0,0,0,0,6,1
2.6696e+07,2016,8,5,1,26,0,1,2,0,0,0,2,10,1
2.4131e+07,2016,6,30,1,21,0,0,6,1,1,1,0,1,1
3.1493e+06,2016,1,4,1,32,0,0,113,0,1,1,0,7,1
2.0952e+07,2016,8,13,0,20,0,0,2,0,0,1,5,0,1
1.4102e+06,2016,8,13,0,26,0,0,0,1,1,1,1,4,1
1.3545e+07,2016,6,22,0,26,0,0,59,0,0,0,10,1,0
1.5038e+07,2014,2,11,1,37,0,0,56,0,1,0,2,5,0
2.3028e+07,2016,9,13,0,26,0,0,0,1,1,1,24,7,1
2.4076e+06,2016,8,19,1,24,0,0,0,0,0,0,3,84,1
1.6347e+07,2016,7,11,1,26,0,0,2,0,0,0,4,0,1
8.8909e+06,2015,2,13,1,20,0,0,2,1,1,2,3,3,0
5.9350e+06,2015,2,13,1,29,0,0,2,1,2,1,1,1,0
8.6653e+06,2016,7,14,0,36,0,0,13,0,3,0,5,0,0
1.3776e+07,2016,7,20,0,24,0,0,0,1,1,1,1,14,1
1.1957e+07,2014,10,22,1,30,0,0,11,1,1,1,0,1,0
3.8449e+06,2015,1,30,1,27,0,0,0,0,0,0,1,2,0
1.4767e+06,2013,11,3,0,30,0,0,1,1,0,0,1,0,0
2.7809e+06,2016,7,8,1,22,0,0,17,0,1,1,11,4,0
1.0055e+07,2015,4,18,1,28,0,0,24,0,1,0,1,1,0
5.6373e+06,2016,8,22,0,25,0,0,0,0,0,0,1,5,1
1.4366e+07,2016,6,13,1,23,0,0,53,0,0,0,7,2,1
1.3394e+07,2016,8,11,0,20,0,0,48,1,2,1,203,5,1
1.2934e+07,2016,8,30,0,22,0,0,0,0,0,0,2,10,1
2.4136e+07,2016,6,2,1,24,0,0,11,1,1,0,2,7,1
2.2823e+06,2016,9,5,0,21,0,0,0,0,0,0,0,8,1
9.7876e+06,2013,4,20,1,23,1,1,109,0,3,2,8,11,0
5.1462e+06,2016,6,24,1,26,0,0,8,0,0,0,3,7,0
5.8876e+06,2016,8,19,0,20,0,0,29,0,0,1,13,4,0
1.0914e+07,2014,5,16,1,31,0,0,3,1,1,1,0,1,0
8.1533e+06,2014,1,31,0,25,0,1,351,1,1,1,19,2,0
9.3748e+06,2015,12,16,1,20,0,0,33,0,1,1,1,5,0
2.2963e+06,2014,9,8,1,25,0,0,23,1,2,2,6,15,0
1.0507e+07,2013,10,18,0,27,0,0,75,1,2,1,3,0,0
1.1704e+07,2016,7,22,0,20,0,0,0,0,0,0,1,4,1
1.5525e+07,2016,9,16,0,20,0,0,0,0,0,0,0,2,1
2.0547e+07,2016,8,14,0,23,0,0,0,0,0,0,1,5,1
2.5072e+07,2016,7,19,0,19,0,0,0,1,1,1,11,0,1
6.7911e+06,2014,5,17,1,25,0,1,1,1,1,1,0,1,1
7.8106e+06,2016,8,5,1,23,0,0,3,1,2,2,0,3,0
6.8115e+06,2014,5,30,0,25,0,0,4,0,3,0,3,2,0
4.3521e+06,2013,12,23,1,46,0,0,30,1,1,1,1,1,0
4.0898e+06,2016,7,20,1,28,0,0,8,1,1,1,0,6,0
7.7001e+06,2014,1,25,1,27,0,0,2,2,2,3,1,0,0
1.0771e+07,2016,8,13,0,19,0,0,0,0,0,0,0,4,1
2.5509e+07,2016,8,30,0,23,0,0,0,0,0,0,0,3,1
8.8916e+06,2016,4,21,1,31,0,0,2,0,0,0,1,4,0
1.4885e+07,2014,12,28,1,46,0,0,0,0,0,0,0,2,1
2.2194e+07,2014,6,19,1,23,0,0,5,1,2,4,1,9,1
3.7067e+06,2016,7,25,1,49,0,0,18,1,1,1,2,7,0
3.0412e+06,2016,7,5,1,23,0,1,3,0,1,1,3,3,0
5.291e+06,2016,8,13,1,23,0,0,0,0,0,0,1,5,1
7.1634e+06,2016,6,16,0,34,0,0,45,1,1,1,80,15,0
3.8709e+06,2016,7,30,0,19,0,0,0,0,0,0,0,4,1
9.4873e+06,2016,9,16,0,23,0,0,0,0,0,0,0,2,1
1.5823e+07,2016,1,9,0,19,0,0,3,0,0,0,2,1,1
6.6958e+06,2016,6,16,1,23,0,0,6,0,1,0,0,1,0
3.4646e+05,2016,7,19,0,23,0,0,0,0,0,0,0,2,1
2.5292e+07,2016,7,25,0,20,0,0,0,0,0,0,10,29,1
6.1696e+06,2014,4,10,1,26,0,0,5,1,1,1,6,18,0
1.4161e+07,2015,8,23,1,25,1,1,161,1,1,1,12,48,1
6.1804e+05,2015,12,21,1,24,0,0,14,0,0,0,0,1,1
1.0895e+07,2015,11,7,0,27,0,0,11,0,1,1,1,1,0
2.049e+07,2014,9,4,1,91,0,0,131,2,48,3,12,85,1
1.5114e+07,2013,8,18,1,27,0,0,55,1,1,1,1,8,0
1.3631e+07,2013,12,3,0,30,1,1,448,0,65,1,10,11,0
8.9072e+06,2016,8,14,0,21,0,0,0,0,0,0,1,11,1
6.2447e+06,2013,4,15,1,23,0,0,0,0,0,0,0,2,1
1.9493e+06,2014,11,25,0,27,0,0,422,0,14,1,30,22,0
6.4632e+06,2016,7,10,1,32,0,0,1,0,0,0,0,1,0
1.4697e+07,2015,4,6,0,32,0,0,17,1,3,0,1,0,0
3.9099e+06,2015,10,15,1,25,0,0,32,0,2,1,14,20,0
1.3541e+06,2016,4,16,0,28,0,0,47,0,0,0,14,7,0
1.4465e+07,2015,10,9,1,23,0,1,50,3,1,4,21,59,0
2.2968e+07,2016,7,27,0,21,0,0,10,0,1,1,124,0,1
1.4605e+07,2015,11,21,1,26,0,1,21,0,3,0,27,47,0
1.7212e+06,2015,12,13,0,23,0,0,29,0,0,0,5,1,1
1.1603e+07,2016,6,27,0,18,0,0,3,0,0,0,2,1,1
5.0134e+06,2014,6,5,0,38,0,0,8,3,4,3,1,0,0
3.6896e+06,2016,9,12,0,21,0,0,0,0,0,0,0,8,1
72455,2016,3,19,1,30,0,0,9,0,4,2,0,2,0
4.1872e+06,2013,12,31,0,27,0,0,10,0,0,0,2,1,0
2.5883e+07,2016,5,17,0,21,0,0,17,0,0,0,23,0,1
1.5254e+07,2014,4,25,0,26,0,0,17,1,1,1,12,4,0
1.1866e+07,2016,8,5,0,23,0,0,0,0,0,0,0,5,1
3.1683e+06,2016,8,22,0,23,0,0,0,0,0,0,0,6,1
7.0011e+06,2014,7,14,1,28,0,0,31,2,1,2,2,6,0
1.5077e+07,2014,7,25,1,25,0,0,2,3,0,3,5,7,0
1.0478e+07,2016,1,26,1,21,0,1,82,0,0,0,22,3,0
1.247e+06,2016,1,17,1,20,0,0,17,0,0,0,1,2,0
1.6926e+07,2016,7,28,0,27,0,0,2,0,0,0,11,0,1
2.3945e+07,2016,9,16,0,23,0,0,0,0,0,0,0,6,1
2.6476e+06,2016,5,22,0,25,0,0,8,0,0,0,1,0,0
1.5302e+07,2016,6,29,1,20,0,0,0,1,0,0,2,2,1
4.9193e+06,2015,8,30,0,35,0,0,127,0,5,0,37,19,0
8.518e+06,2016,3,10,1,23,0,0,1,1,1,1,1,1,0
1.4083e+06,2014,3,8,0,22,0,1,73,1,1,1,36,0,0
2.746e+05,2014,10,11,1,42,0,0,41,0,6,0,2,0,0
2.4934e+07,2014,4,16,0,30,0,1,37,1,2,1,138,3,1
1.2661e+07,2016,7,31,0,20,0,0,0,0,0,0,0,6,1
1.3647e+07,2016,9,13,0,22,0,0,0,0,0,0,0,11,1
2.0927e+07,2016,8,16,1,29,0,0,1,0,0,0,5,1,1
1.6754e+07,2016,8,8,0,23,0,0,0,0,0,0,0,5,1
1.5418e+07,2016,5,14,1,25,0,0,6,0,0,0,1,4,1
6.7991e+06,2014,10,14,1,28,0,0,68,1,7,3,11,10,0
2.7031e+07,2016,9,4,0,23,0,0,0,0,0,0,1,13,1
1.0712e+07,2015,4,26,1,26,0,0,3,0,0,0,1,0,0
7.5323e+05,2013,10,12,0,20,0,0,15,0,0,0,46,3,1
1.7573e+07,2016,9,5,0,23,0,0,0,0,0,0,0,9,1
9.3503e+06,2015,1,3,1,28,0,0,98,0,1,0,4,7,0
1.6005e+07,2014,12,19,1,27,0,0,6,0,1,3,1,1,1
7.5586e+06,2015,10,13,0,23,0,0,0,1,1,1,0,1,0
1.2414e+07,2015,3,10,0,27,0,0,97,0,0,0,105,23,0
8.7092e+06,2015,9,10,0,26,0,0,3,0,0,0,1,1,0
1.2584e+07,2016,7,22,0,20,0,0,0,0,0,0,0,4,1
9.8496e+06,2015,5,16,0,22,0,0,13,2,3,3,15,0,1
1.0034e+07,2016,8,14,1,24,0,0,5,0,0,0,0,1,0
1.0843e+07,2014,11,30,1,21,0,0,3,1,3,2,0,5,0
2.4058e+07,2016,8,30,0,27,0,0,0,0,0,0,8,0,1
2.5625e+07,2016,8,21,0,24,0,0,1,1,1,1,50,82,1
3.8417e+06,2014,2,11,1,28,0,0,66,1,2,1,0,4,0
1.137e+06,2016,4,30,1,27,0,0,55,1,2,3,2,0,0
1.143e+07,2014,2,14,1,26,0,0,36,1,3,3,5,15,0
2.2366e+06,2016,5,13,0,25,0,0,7,0,0,0,7,0,0
8.0316e+05,2016,3,25,1,16,0,0,2,0,0,1,0,1,0
7.7028e+06,2016,3,8,1,23,0,0,106,3,2,1,4,3,0
9.6114e+05,2014,5,16,1,91,0,0,1,1,3,3,0,1,0
7.1287e+06,2016,3,16,1,22,0,0,3,0,1,1,3,2,0
1.5872e+06,2016,7,19,0,41,0,0,1,0,0,0,3,0,0
1.3748e+06,2016,7,25,0,20,0,0,0,0,0,0,0,2,1
1.2127e+07,2016,7,20,0,26,0,0,4,1,1,1,297,575,1
1.5322e+06,2016,7,3,0,21,0,0,7,1,0,0,19,9,1
1.2444e+07,2016,3,30,1,21,0,0,3,0,1,1,0,3,1
6.3259e+06,2016,8,16,0,20,0,0,0,0,0,0,0,3,1
1.9332e+07,2016,9,2,0,23,0,0,0,0,0,0,0,13,1
1.2828e+05,2016,8,2,0,31,0,0,0,1,1,1,5,0,1
1.7215e+07,2016,8,18,0,23,0,0,0,0,0,0,0,8,1
4.1549e+06,2013,2,21,1,24,0,0,82,0,2,1,9,11,0
1.5612e+07,2016,5,16,0,26,0,0,0,0,0,0,0,1,1
9.6775e+06,2016,5,27,1,33,0,0,3,1,1,2,0,1,0
2.4839e+07,2016,7,11,0,21,0,0,10,0,0,0,41,0,1
2.2667e+07,2015,10,10,1,21,0,0,0,1,4,1,18,55,1
1.2318e+07,2014,7,1,1,35,0,0,4,1,1,1,1,6,0
2.4124e+07,2016,7,30,1,27,0,0,1,0,0,0,2,14,1
7.1693e+06,2016,1,4,0,25,0,1,102,0,0,0,44,10,0
1.6755e+07,2016,8,2,0,26,0,0,10,1,1,1,54,0,1
1.7748e+07,2016,8,2,0,23,0,0,0,0,0,0,2,24,1
2.6442e+07,2016,8,18,0,20,0,0,0,0,0,0,1,5,1
6.0856e+06,2016,7,30,0,20,0,0,0,0,0,0,3,25,1
1.8966e+05,2016,8,14,0,23,0,0,0,0,0,0,0,6,1
9.0684e+06,2014,6,5,1,28,0,0,8,1,1,2,2,2,0
7.8502e+06,2016,2,23,0,27,0,0,21,0,2,1,1,1,1
1.9956e+07,2012,9,10,1,22,0,0,1,0,0,0,1,2,1
9.0918e+06,2013,7,6,1,33,0,0,69,0,8,1,1,0,0
1.1619e+07,2013,6,17,1,23,0,0,1,0,0,0,0,1,1
8.5990e+06,2014,3,28,1,31,0,0,185,3,1,2,10,50,0
1.1771e+07,2016,9,5,0,23,0,0,0,0,0,0,1,6,1
7.1947e+06,2016,8,30,0,23,0,0,0,0,0,0,1,7,1
9.7398e+06,2014,8,6,1,27,0,0,0,0,2,2,0,2,1
1.5944e+07,2016,9,7,0,23,0,0,0,0,0,0,0,6,1
1.154e+07,2013,6,25,1,26,0,0,197,3,3,3,3,1,0
7.5687e+06,2016,7,22,0,21,0,0,0,0,0,0,1,7,1
2.2812e+06,2013,7,6,1,29,1,1,12,0,0,0,1,0,0
9.2658e+06,2016,5,31,0,19,0,0,16,1,2,3,16,3,1
7.2193e+06,2016,8,10,0,24,0,0,0,0,0,0,2,13,1
1.2334e+07,2014,2,3,1,42,0,0,21,1,2,1,3,1,0
2.2776e+07,2016,7,28,0,26,0,0,7,1,1,2,7,15,1
5.6586e+06,2014,2,26,1,22,0,0,4,3,1,1,4,11,0
1.5708e+07,2016,6,30,0,26,0,0,4,0,0,0,2,2,1
8.3729e+06,2016,7,31,1,18,0,0,1,1,1,1,0,1,0
1.3124e+07,2015,10,29,1,30,0,0,17,1,1,1,0,3,0
1.5972e+07,2016,8,2,0,14,0,0,3,3,1,4,17,1,1
6.4835e+06,2016,6,8,0,17,0,0,4,0,1,0,17,8,1
1.2177e+07,2015,9,28,0,26,0,0,13,0,1,1,4,20,1
1.3254e+07,2014,12,25,1,40,0,0,5,0,0,0,2,3,0
8.3099e+06,2014,9,16,1,20,0,0,6,0,2,0,0,2,0
1.5538e+07,2016,9,7,0,23,0,0,0,0,0,0,0,6,1
1.4727e+07,2016,5,27,1,29,0,0,4,0,0,0,4,7,0
1.0664e+06,2014,10,5,0,90,0,1,160,0,7,0,4,2,0
1.1124e+07,2013,6,3,1,16,1,1,1,3,3,2,3,5,0
2.2077e+07,2014,12,14,0,33,0,0,17,0,4,2,4,2,1
2.2749e+06,2015,5,30,1,23,0,0,1,0,0,0,2,6,0
1.1561e+07,2015,5,10,1,23,0,0,0,0,0,0,0,1,1
1.5062e+07,2016,9,4,0,23,0,0,0,0,0,0,68,213,1
5.3751e+06,2016,3,14,0,19,0,0,10,0,1,1,1,0,0
1.9011e+06,2015,9,14,1,29,0,0,23,0,0,0,49,170,0
4.2009e+06,2016,3,17,1,22,0,0,8,0,0,1,1,2,0
6.0891e+06,2015,11,23,0,21,0,0,66,0,2,1,1,0,0
1.031e+07,2016,8,25,0,26,0,0,1,0,0,0,1,0,0
1.8352e+06,2016,6,2,1,30,0,1,0,0,0,0,4,10,0
2.0181e+07,2016,6,19,1,25,0,0,2,0,0,0,0,3,1
7.127e+06,2016,8,7,0,20,0,0,0,0,0,0,0,10,1
1.2151e+05,2015,9,23,0,19,0,0,161,0,0,0,125,4,1
1.7191e+06,2016,8,11,1,24,0,0,0,0,0,0,0,2,0
2.4851e+07,2016,5,11,1,24,0,0,5,1,0,1,1,5,1
9.0943e+06,2015,2,19,0,30,0,1,267,1,1,2,31,12,0
9.2242e+06,2016,3,27,0,22,0,0,2,0,0,0,0,1,0
1.8849e+07,2014,9,24,1,22,0,0,17,0,0,1,1,1,1
1.4042e+07,2016,8,5,0,17,0,0,3,0,0,0,3,0,1
1.3588e+07,2016,7,3,0,22,0,0,109,1,3,1,12,8,0
2.2751e+07,2016,5,3,1,23,0,0,29,1,1,1,27,102,1
1.4929e+07,2016,8,21,1,21,0,0,0,1,1,2,1,3,1
4.3099e+06,2014,8,22,1,36,0,0,11,0,2,1,2,4,0
3.111e+06,2016,8,19,0,27,0,0,0,3,3,3,3,11,1
9.4527e+06,2016,4,30,1,35,0,0,4,0,1,0,0,2,0
2.4224e+07,2016,8,8,1,24,0,0,0,1,1,1,132,652,1
8.3783e+06,2015,3,24,1,71,0,0,56,0,2,0,11,55,1
6.4593e+06,2016,8,27,0,23,0,0,0,0,0,0,0,6,1
7.861e+06,2014,7,22,0,91,0,0,23,0,0,0,5,5,0
4.1145e+05,2016,7,28,1,20,0,0,0,0,0,0,0,2,1
4.5446e+06,2016,1,17,1,38,0,0,1,3,1,1,5,17,0
1.3963e+07,2014,3,6,1,31,0,0,17,2,1,2,2,6,1
8.5207e+05,2014,1,11,0,21,0,0,40,1,1,1,16,16,0
1.0389e+07,2015,12,13,0,18,0,0,12,0,1,0,3,1,0
6.3596e+05,2014,6,8,1,26,0,0,65,2,1,1,2,2,0
5.9021e+06,2015,3,24,1,36,0,0,165,2,22,1,2,7,0
1.4817e+07,2015,5,19,1,21,0,0,14,1,1,1,12,39,0
3.9956e+06,2016,7,27,0,23,0,0,0,0,0,0,0,4,1
8.1308e+06,2013,3,1,1,24,0,0,97,1,1,1,1,1,0
2.5709e+05,2016,4,10,1,26,0,0,5,0,0,0,2,6,0
4.9857e+06,2016,8,13,1,43,0,0,1,0,0,0,1,1,0
2.3101e+06,2014,3,23,0,26,0,0,197,2,1,1,22,10,0
1.3955e+07,2015,5,2,1,25,0,1,29,0,0,0,0,1,0
6.1681e+06,2014,7,17,1,21,0,0,0,0,0,0,0,9,1
7.6939e+06,2015,10,24,1,22,0,0,6,0,2,3,0,8,0
1.4404e+07,2013,7,23,1,26,0,0,3,0,0,0,0,1,0
4.2308e+06,2014,8,28,1,37,0,0,46,3,0,0,10,22,0
1.2716e+07,2016,2,9,1,27,0,0,2,1,1,1,0,1,0
1.4225e+06,2014,5,11,1,24,0,1,7,1,7,1,0,7,0
1.1978e+07,2016,7,19,0,28,0,0,4,0,0,0,15,11,1
1.152e+07,2016,8,13,0,22,0,0,0,0,0,0,83,1,1
1.7232e+07,2016,8,18,1,20,0,0,0,0,0,0,0,11,1
1.2144e+07,2016,6,16,0,26,0,0,2,0,0,0,7,1,0
1.0907e+07,2016,2,29,1,25,0,0,37,1,3,2,7,3,0
1.114e+07,2016,7,17,1,24,0,0,0,0,0,0,1,25,1
8.2393e+06,2016,2,14,1,25,0,0,1,0,1,0,0,1,0
3.9444e+06,2015,11,21,0,21,0,0,6,0,4,0,0,1,0
1.4657e+07,2015,5,10,0,20,0,0,12,0,0,0,13,1,0
7.1884e+06,2015,7,24,1,40,0,0,10,0,2,0,0,1,0
2.2486e+07,2016,7,25,0,25,0,0,0,0,0,0,0,4,1
1.7083e+05,2016,8,27,0,26,0,0,15,1,1,1,24,28,1
9.1233e+06,2015,7,8,1,26,0,0,44,1,1,2,0,2,0
5.9215e+06,2016,9,16,0,23,0,0,0,0,0,0,0,5,1
5.7478e+06,2016,7,22,1,30,0,0,1,0,1,0,2,10,0
4.7202e+06,2016,8,19,0,19,0,0,0,0,0,0,0,7,1
1.4922e+07,2016,8,27,0,23,0,0,0,0,0,0,0,7,1
4.8227e+06,2012,8,16,1,96,0,1,44,1,1,1,5,2,0
2.5851e+07,2016,8,8,1,24,0,0,0,0,0,0,1,20,1
1.187e+07,2016,1,29,1,23,0,0,7,0,1,1,0,2,0
6.2094e+06,2016,7,30,0,20,0,0,0,0,0,0,0,5,1
5.1516e+06,2014,10,22,1,22,0,0,15,2,1,2,1,2,0
9.2251e+06,2012,12,2,1,30,0,0,19,1,3,2,3,2,0
6.893e+06,2014,4,19,1,24,0,0,14,1,1,1,9,34,0
4.7274e+06,2016,6,13,1,19,0,0,0,0,0,0,0,1,0
7.6831e+06,2014,7,6,0,41,0,0,4,0,0,0,1,1,0
1.9688e+07,2016,7,24,0,30,0,0,2,0,0,0,43,0,1
1.0003e+07,2016,5,16,1,36,0,0,3,0,0,0,1,21,0
